"Wed, 27 July 2016 13:30:00",1,-0.65331,0.65331
"Wed, 27 July 2016 13:30:00",2,-0.176846,-0.0776398
"Wed, 27 July 2016 13:30:00",3,-0.367789,0.183895
"Wed, 27 July 2016 13:30:00",4,-0.0629113,0.532327
"Wed, 27 July 2016 13:30:00",5,0.00483933,-0.00483933
"Wed, 27 July 2016 13:30:00",6,-0.642857,-0.507936
"Wed, 27 July 2016 13:30:00",7,-0.597729,0.483164
"Wed, 27 July 2016 13:30:00",8,-0.309524,0.285714
"Wed, 27 July 2016 13:30:00",9,-0.147493,-0.379267
"Wed, 27 July 2016 13:30:00",10,-0.648471,0.658149
"Wed, 27 July 2016 13:30:00",11,0,0.730159
"Wed, 27 July 2016 13:30:00",12,-0.275842,-0.106465
"Wed, 27 July 2016 13:30:00",13,-0.626984,0.611111
"Wed, 27 July 2016 13:30:00",14,-0.539683,0.357143
"Wed, 27 July 2016 13:30:00",15,0.537295,0.115887
"Wed, 27 July 2016 13:30:00",16,-0.246032,0.793651
"Wed, 27 July 2016 13:30:00",17,0.188734,0.0677507
"Wed, 27 July 2016 13:30:00",18,-0.793651,-0.373016
"Wed, 27 July 2016 13:30:01",1,-0.643631,0.65331
"Wed, 27 July 2016 13:30:01",2,-0.159698,0.938831
"Wed, 27 July 2016 13:30:01",3,-0.571429,-0.222222
"Wed, 27 July 2016 13:30:01",4,-0.238095,0.753968
"Wed, 27 July 2016 13:30:01",5,-0.565045,-0.176846
"Wed, 27 July 2016 13:30:01",6,-0.854767,-0.234996
"Wed, 27 July 2016 13:30:01",7,-0.18254,0.563492
"Wed, 27 July 2016 13:30:01",8,0.0689021,0.750268
"Wed, 27 July 2016 13:30:01",9,-0.316056,-0.15276
"Wed, 27 July 2016 13:30:01",10,0.430701,0.440379
"Wed, 27 July 2016 13:30:01",11,-0.300039,0.333914
"Wed, 27 July 2016 13:30:01",12,0.611111,0.0873016
"Wed, 27 July 2016 13:30:01",13,0.224293,0.733264
"Wed, 27 July 2016 13:30:01",14,-0.769841,-0.388889
"Wed, 27 July 2016 13:30:01",15,-0.698413,0.47619
"Wed, 27 July 2016 13:30:01",16,-0.643631,0.648471
